project_ID,longitude,latitude,total_c_to_2011,count,agriculture__actual_potential_yield_gap__2000,socioeconomics__local_economic_activity__1995,socioeconomics__urban_areas__1995
8722612610659,33.68407,-14.019624, $-   ,16,7.0,647.761901855,2.0
8722612610708,33.68407,-14.019624,12144477,2,7.0,647.761901855,2.0
8722612610758,33.68407,-14.01962,20305049,3,7.0,647.761901855,2.0
8722612310060,33.7,-14.033333,3525126.32,32,7.0,647.761901855,2.0
8722612410555,33.716667,-13.516667, $-   ,33,7.0,647.762023926,2.0
8722612310060,33.75,-13.883333,3525126.32,32,7.0,647.762023926,2.0
8722612410555,33.7825,-14.01913, $-   ,33,7.0,647.761901855,2.0
872261219944,33.783333,-13.983333,9572313.93,5,0.0,647.762023926,2.0
8722611610434,33.783333,-13.983333,770683,1,0.0,647.762023926,2.0
8722612410555,33.783333,-13.983333, $-   ,33,0.0,647.762023926,2.0
8722612610599,33.783333,-13.983333,260000,2,0.0,647.762023926,2.0
8722612610803,33.783333,-13.983333,399416.04,5,0.0,647.762023926,2.0
872261239867,33.7833333,-13.9833333,13064587.68,13,0.0,647.762023926,2.0
872261259789,33.7833333,-13.9833333,400000,19,0.0,647.762023926,2.0
8722612310019,33.7833333,-13.9833333,3190422.66,3,0.0,647.762023926,2.0
8722612410004,33.7833333,-13.9833333,3580000,5,0.0,647.762023926,2.0
8722612610657,33.7833333,-13.9833333, $-   ,8,0.0,647.762023926,2.0
8722612610721,33.78543,-13.97906,1550762,3,0.0,647.762023926,2.0
8722612610721,33.785434,-13.979055,1550762,3,0.0,647.762023926,2.0
8722612110284,33.78598,-13.97652,748652.06,2,0.0,647.762023926,2.0
872261289839,33.787247,-13.966919,322189.38,31,0.0,647.762023926,2.0
8722612410555,33.79923,-13.98632, $-   ,33,0.0,647.762023926,2.0
872261299890,33.80524,-10.80292,22235530.6,28,0.0,647.762451172,1.0
872261259789,33.805243,-10.802922,400000,19,0.0,647.762451172,1.0
8722612610612,33.805243,-10.802922,4593815,10,0.0,647.762451172,1.0
8722612610656,33.805243,-10.802922, $-   ,4,0.0,647.762451172,1.0
8722612610659,33.805243,-10.802922, $-   ,16,0.0,647.762451172,1.0
8722612610796,33.80873,-13.87609,243175.79,1,7.0,647.762023926,2.0
8722612310060,33.823778,-13.600977,3525126.32,32,7.0,647.762023926,1.0
8722612610659,33.823778,-13.600977, $-   ,16,7.0,647.762023926,1.0
872261299890,33.82378,-13.60098,22235530.6,28,7.0,647.762023926,1.0
872261289839,33.85746,-11.01863,322189.38,31,5.0,647.762023926,2.0
872261259789,33.866667,-11.016667,400000,19,5.0,647.762023926,2.0
8722612410555,33.866667,-11.016667, $-   ,33,5.0,647.762023926,2.0
8722612610657,33.866667,-11.016667, $-   ,8,5.0,647.762023926,2.0
872261259789,33.881507,-10.111532,400000,19,0.0,647.762451172,1.0
8722612510084,33.881507,-10.111532,4665000,8,0.0,647.762451172,1.0
872261299890,33.88151,-10.11153,22235530.6,28,0.0,647.762451172,1.0
872261239867,33.883333,-11.366667,13064587.68,13,7.0,647.762023926,1.0
8722612310060,33.883333,-11.183333,3525126.32,32,5.0,647.762023926,1.0
872261299890,33.90798,-13.29574,22235530.6,28,7.0,647.762023926,1.0
872261289839,33.9149,-13.52775,322189.38,31,7.0,647.762023926,1.0
872261289839,33.93333,-9.93333,322189.38,31,5.0,647.76171875,2.0
8722612610664,33.933333,-13.65, $-   ,4,5.0,647.762023926,2.0
872261219802,33.933333,-9.933333,9817757.87,16,5.0,647.76171875,2.0
872261259789,33.933333,-9.933333,400000,19,5.0,647.76171875,2.0
8722612410555,33.933333,-9.933333, $-   ,33,5.0,647.76171875,2.0
8722612610657,33.933333,-9.933333, $-   ,8,5.0,647.76171875,2.0
872261289839,33.93754,-13.65399,322189.38,31,5.0,647.762023926,2.0
8722612610716,33.95,-13.933333,8509677,4,7.0,647.762023926,1.0
872261239867,34.0,-13.5,13064587.68,13,0.0,647.762084961,1.0
